Tow Date,Vehicle Year,Vehicle Make,Vehicle Model,Tow Reason,Storage Company,Notes,Incident Date,Location,City,Geo-location field
01/05/2021,2011,TOYT,HGH,NOP,TCL,SPEEDY 301-588-1322,05/23/0001,8115 FENTON ST,SILVER SPRING,POINT (-77.024011 38.991211)
02/05/2021,2012,TOYT,YARIS,PKG,TCL,HANDICAP VIOL // HENRY'S // 301 869 4800 // TCL,05/23/0002,2386 GLENMONT CIR,SILVER SPRING,POINT (-77.047999 39.05794)
01/13/2021,2009,DODG,JNY,PKG,TCL,MANAGEMENT REQUEST// DRIVE 301-585-8808//TCL,01/15/0021,8658 PINEY BRANCH RD,SILVER SPRING,POINT (-76.999533 38.998597)
01/05/2021,2013,HYUN,SON,PKG,HENRYS,HENRYS 301-869-4800 // RESERV SPOT // TCL,05/23/0001,15600 MARATHON CIR,GAITHERSBURG,POINT (-77.196324 39.113658)
02/08/2021,2011,BMW,328,REPO,TCL,REPO//UNITED AUTO CREDIT CORP//8005398722//FINAL NOTICE//4103441501,08/23/0002,11709 LEONA ST,SILVER SPRING,POINT (-77.061583 39.04918)
01/27/2021,2018,JEEP,CHK,FIRE,HENRY'S,FIRE LANE // HENRY'S // 301-927-0007 // TCL,01/29/0021,8806 LANIER DR,SILVER SPRING,POINT (-77.047481 38.999998)
01/29/2021,2014,VOLK,JET,EXP,TCL,VIN COVERED  HENRYS 301-869-4800  EXPIRED PERMIT  TCL,01/31/0021,7001 ARLINGTON RD,BETHESDA,POINT (-77.098373 38.979891)
02/17/2021,2018,TOYT,CAM,NOP,Henry's,"HENRYS, 3018694800  TCL",02/19/0021,10136 LITTLE POND PL,MONTGOMERY VILLAGE,POINT (-77.208593 39.166769)
01/15/2021,2016,LINC,NAV,REPO,OTHER,REPO// MACE FINANCIAL 302-838-5510 // FINAL NOTICE 410-344-1501// TCL,01/17/0021,3225 UNIVERSITY BLVD W,KENSINGTON,POINT (-77.06469 39.035819)
01/12/2021,2013,MERZ,C250,REPO,TCL,TOWING CO - THOMAS RECOVERY: 410-247-0662   FINANCIAL CO - TK WILLIS: 800-398-6480  TCL,12/23/0001,19 SKY BLUE CT,GERMANTOWN,POINT (-77.256962 39.163819)
02/05/2021,2013,TOYT,COA,EXP,tcl,EXP PERMIT // AUTHORIZED // 301-562-4020 // TCL,05/23/0002,11613 LOCKWOOD DR,SILVER SPRING,POINT (-76.983475 39.04143)
01/22/2021,2016,DODG,CHL,72,tcl,PRESTIGE / 301-377-9285  DAMAGED / TCL //,01/24/0021,409 MUDDY BRANCH RD,GAITHERSBURG,POINT (-77.211727 39.126212)
01/18/2021,2020,FORD,F150,NOP,PRESTIGE,NOP // PRESTIGE 301-377-9285 // TCL,01/20/0021,4101 POSTGATE TER,SILVER SPRING,POINT (-77.079155 39.087717)
01/07/2021,2007,ACUR,CSX,REPO,fitz gerald,FIN KENSINGTON FINANCE 301-776-7505 // LOFTONS TOWING 240-388-1389 // REPO // TOWED TO 10915 GEORGIA AVE FITZ GERALD LOT,07/23/0001,9300 CORPORATE BLVD,ROCKVILLE,POINT (-77.192221 39.107425)
02/04/2021,2015,MERZ,250,NOP,henrys,NO PERMIT//HENRYS 301-869-4800//TCL,04/23/0002,9709 KEY WEST AVE,ROCKVILLE,POINT (-77.204774 39.103979)
01/05/2021,2019,HOND,ACC,REPO,TCL,REPO  SANTANDER 800-549-2088    FINAL NOTICE 410-344-1501  TCL,05/23/0001,19505 BURLINGAME WAY,MONTGOMERY VILLAGE,POINT (-77.21197 39.175338)
01/01/2021,2020,KIA,K5,NOP,HENRYS,NOP // HENRYS @ 301-869-4800 // TCL,01/23/0001,2425 BLUERIDGE AVE,SILVER SPRING,POINT (-77.050996 39.043056)
02/25/2021,2008,TOYT,CAM,PKG,NULL,NO PERMIT// AUBURN 301 977 2740// TCL,02/27/0021,18643 TARRAGON WAY,GERMANTOWN,POINT (-77.267232 39.159926)
02/10/2021,2004,FORD,EXP,REPO,TCL,REPO // FINAL NOTICE 410-344-1501 // TITLE MAX 847-485-2300 // TCL,10/23/0002,19934 SWEETGUM CIR,GERMANTOWN,POINT (-77.276204 39.18192)
02/21/2021,2019,VOLK,BUG,NOP,TCL,NO PERMIT // TCL // AUTHORIZED 301-562-4020,02/23/0021,4918 ST ELMO AVE,BETHESDA,POINT (-77.097855 38.988416)
01/07/2021,2003,JAG,XTY,PKG,tcl,VIN COVERED // UNAUTHORIZED PKG - MGNMNT RE // HENRYS //301-869-4800,07/23/0001,13800 OUTLET DR,SILVER SPRING,POINT (-76.946836 39.082475)
01/21/2021,2020,CHEV,EQX,POL,TCL,PKG  HENRYS 301-869-4800  TCL,01/23/0021,18853 BENT WILLOW CIR,GERMANTOWN,POINT (-77.259661 39.166068)
02/04/2021,2006,HOND,PLT,PKG,TCL,RESERVED SPACE // DIVERSIFIED 301-881-8035 // TCL,04/23/0002,1420 HAMPSHIRE WEST CT,SILVER SPRING,POINT (-76.983067 39.008035)
01/22/2021,2017,FORD,TCN,EXP,TCL,AUTH 3015624020  EXP   TCL,01/24/0021,9918 SHELBURNE TER,GAITHERSBURG,POINT (-77.204589 39.116238)
01/30/2021,2010,TOYT,COA,PRV,drive towing,DRIVE TOWING 301-585-8808  HANDICAP SPACE,02/01/0021,8658 PINEY BRANCH RD,SILVER SPRING,POINT (-76.999533 38.998597)
02/10/2021,2009,HOND,ACC,PKG,SILVER SPRING TOWING,REASON:  NOP  BACK TO TCL,10/23/0002,8715 COLESVILLE RD,SILVER SPRING,POINT (-77.02668 38.998131)
02/21/2021,2018,HYUN,SON,NOP,Authorized,NOP  AUTHORIZED 301-562-4020  TCL,02/23/0021,10914 GEORGIA AVE,SILVER SPRING,POINT (-77.04962 39.035307)
01/26/2021,2009,HOND,CRV,PKG,TCL,NOT PARKED IN MARKED SPACE // HENRY'S // 301 869 4800 // TCL,01/28/0021,2386 GLENMONT CIR,SILVER SPRING,POINT (-77.047999 39.05794)
01/07/2021,2004,VOLV,V40,PRV,Authorized,RESERVED SPACE  AUTHORIZED 301-562-4020  TCL,07/23/0001,11141 GEORGIA AVE,SILVER SPRING,POINT (-77.050425 39.03767)
02/06/2021,2020,TOYT,CAM,FIRE,TCL,AUTHORIZED TOWING 301-562-4020  PARKED IN FIRE LANE  TCL,06/23/0002,19757 CRYSTAL ROCK DR,GERMANTOWN,POINT (-77.261484 39.179888)
01/16/2021,2012,FORD,F15,NOP,TCL,CANNOT SEE THE VIN//HENRYS,01/18/0021,2386 GLENMONT CIR,SILVER SPRING,POINT (-77.047999 39.05794)
02/06/2021,2017,TOYT,COA,REPO,tcl,REPO  WESTLAKE FINANCIAL 323-692-8800  L&K RECOVERY 301-868-6800 TCL,06/23/0002,9605 HORIZON RUN RD,MONTGOMERY VILLAGE,POINT (-77.197554 39.157328)
01/25/2021,2000,CHEV,SLV,NOP,tcl,NOP // AUTHORIZE 301-562-4020 / TCL,01/27/0021,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
01/26/2021,2007,HOND,CIV,NOP,tcl,NOP // AUTHORIZED // 301-562-4020 // TCL,01/28/0021,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
01/29/2021,2001,LEXS,ES300,NOP,TCL,HENRYS 301-869-4800  NO PERMIT DISPLAYED  TCL,01/31/0021,9709 KEY WEST AVE,ROCKVILLE,POINT (-77.204774 39.103979)
01/05/2021,2019,VOLK,GOLF,PKG,tcl,HENRY'S 301-869-4800  UNATHORIZED PKG // TCL,05/23/0001,14240 ALTA OAKS DR,ROCKVILLE,POINT (-77.205208 39.090758)
02/15/2021,2005,BMW,325,REPO,tcl,REPO// AMERICAN CREDIT ACCEPTANCE//866-544-3430    REPO// FINAL NOTICE// 410-344-1501// TCL,02/17/0021,14301 GEORGIA AVE,SILVER SPRING,POINT (-77.079771 39.090489)
01/02/2021,2003,NISS,VRS,PRV,TCL,ON THE RUN // 301 740 4600 // ABANDONED ON PRV // TCL,02/23/0001,506 BICKFORD AVE,ROCKVILLE,POINT (-77.156581 39.092266)
02/14/2021,2014,ACUR,ILX,NOP,NULL,,02/16/0021,7777 MAPLE AVE,TAKOMA PARK,POINT (-77.004916 38.984111)
02/18/2021,2017,HOND,ACC,REPO,TCL,REPO// CAPITAL ONE 800-227-3863// GRENNWOOD 410-383-800//TCL,02/20/0021,8886 PINEY BRANCH RD,SILVER SPRING,POINT (-76.990924 38.999889)
01/30/2021,2020,TOYT,RAV,REPO,TCL,"REPO // FINAL NOTICE // 410-344-1501 // TCL  FINANCIAL CO: TOYATA FINANCIAL, 800-874-8822",02/01/0021,886 WEST SIDE DR,GAITHERSBURG,POINT (-77.203949 39.125246)
01/16/2021,2008,TOYT,COA,PRV,TCL,VISITOR VIOLATION//HENRYS,01/18/0021,17101 QUEEN VICTORIA CT,GAITHERSBURG,POINT (-77.205233 39.137509)
02/25/2021,2018,CHEV,CRZ,PKG,NULL,EXP PERMIT// HENRYS 301 869 4800// TCL,02/27/0021,2356 GLENMONT CIR,SILVER SPRING,POINT (-77.046136 39.058631)
02/04/2021,2014,DODG,CHL,REPO,FINAL NOTICE,REPO // FINAL NOTICE // 4103441501 // CAPITAL ONE // 800 2274825 // TCL // ADDRESS CONFIRMED,04/23/0002,14322 GATE DANCER LN,BOYDS,POINT (-77.301442 39.155361)
02/14/2021,2011,NISS,SEN,PKG,tcl,RESERVED PKG //  PRESTIGE //  301-377-9285 // TCL,02/16/0021,14 S FREDERICK AVE,GAITHERSBURG,POINT (-77.197257 39.140275)
02/12/2021,1997,VOLK,CAB,PKG,TCL,PARKED IN FIRE LANE  SPEEDY - 301-588-1322  BACK TO LOT,12/23/0002,14342 BEAKER CT,BURTONSVILLE,POINT (-76.933987 39.090799)
01/17/2021,2009,ACUR,TSX,FIRE,tcl,HENRYS//301-869-4800//TCL///FIRE LANE,01/19/0021,20219 GENTLE WAY,MONTGOMERY VILLAGE,POINT (-77.193939 39.189077)
01/06/2021,2015,HOND,ACC,PRV,tcl,AUTHORIZED 301-562-4020  NO PERMIT // TCL,06/23/0001,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
02/20/2021,2019,CHEV,MAL,EXP,tcl,301 562 4020 // AUTHORIZED // EX P // TCL,02/22/0021,700 CLOPPER RD,GAITHERSBURG,POINT (-77.224024 39.14374)
02/03/2021,2011,CHEV,EXP,NOP,TCL,NOP // AUTHORIZED 301-562-4020,03/23/0002,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
01/15/2021,10,ACUR,TL,FIRE,TCL,FIRE // AUTHORIZED 301-562-4020 // TCL,01/17/0021,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
01/19/2021,2014,HOND,CIV,PKG,tcl,VISITOR VIOLATION // HENRY'S // 301-869-4800 // TCL,01/21/0021,17101 QUEEN VICTORIA CT,GAITHERSBURG,POINT (-77.205233 39.137509)
02/16/2021,2013,FORD,EDG,NOP,Authorized,NOP // AUTHORIZED 301-562-4020 // TCL,02/18/0021,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
01/06/2021,2017,NISS,RGE,PRV,tcl,PRV PROP / PRESTIGE 301-377-9285 / TCL,06/23/0001,19860 CENTURY BLVD,GERMANTOWN,POINT (-77.26558 39.181866)
02/04/2021,2008,HOND,ACC,PKG,TCL,SPPEDYS 3015881322 TCL PKG,04/23/0002,4325 ISLESWOOD TER,BURTONSVILLE,POINT (-76.920999 39.096847)
02/28/2021,2006,TOYT,PRI,NOP,TCL,NOP// AUTHORIZED 301-562-4020//TCL,03/02/0021,9901 GABLE RIDGE TER,ROCKVILLE,POINT (-77.20676 39.108236)
02/09/2021,2000,DODG,R15,NOP,henrys,NO PERMIT// HENRYS 301-927-0007//  TCL,09/23/0002,9063 MANCHESTER RD,SILVER SPRING,POINT (-77.01125 39.003415)
02/20/2021,2014,MAZD,MZ6,REPO,TCL,"CARMAX, 8006963500  FINAL NOTICE, 4103441501  TCL",02/22/0021,4740 BRADLEY BLVD,CHEVY CHASE,POINT (-77.0946 38.978259)
,2013,BMW,X1,,NULL,UNAUTHORIZED PKG / TRP TOWING // 301-214-2490 // TCL,01/30/0021,3328 CASTLE RIDGE CIR,SILVER SPRING,POINT (-76.941799 39.08581)
01/12/2021,2007,HOND,CRV,REPO,final notice,BAY COUNTRY 800-863-8800 // FINAL NOTICE 410-344-1501,12/23/0001,17804 BUEHLER RD,OLNEY,POINT (-77.06334 39.149213)
01/12/2021,2014,CHEV,EXP,FIRE,TCL,FIRE LANE  DRIVE 301-585-8808 TCL,12/23/0001,8619 PINEY BRANCH RD,SILVER SPRING,POINT (-76.99939 38.998615)
02/22/2021,2012,NISS,MAX,REPO,tcl,REPO// REGIONAL ACCEPTANCE// 616-288-3500    THOMAS RECOVERY// 410-247-0662// TCL,02/24/0021,12307 FEATHERWOOD DR,SILVER SPRING,POINT (-76.972592 39.058556)
01/28/2021,2007,TOYT,CAM,NOP,tcl,301 869 4800 // HENRYS // NO P // TCL // VIN COVERED,01/30/0021,3852 BEL PRE RD,SILVER SPRING,POINT (-77.075442 39.093636)
02/12/2021,2010,CHRY,TC,NOP,TCL,AUTHORIZED TOWING,12/23/0002,11225 OAK LEAF DR,SILVER SPRING,POINT (-76.995468 39.040254)
02/23/2021,2003,INFI,M45,PKG,tcl,PARKED IN RESERVED SPACE  HENRYS 301-869-4800 TCL,02/25/0021,1220 EAST WEST HWY,SILVER SPRING,POINT (-77.030472 38.991648)
02/10/2021,2011,SCIO,XB,REPO,TCL,KENSINGTON FINANCE 301-776-7505 //// LOFTON 240-388-1389 TCL,10/23/0002,3499 CANBERRA ST,SILVER SPRING,POINT (-76.939307 39.063056)
02/04/2021,2010,TOYT,COA,NOP,TCL,"SPEEDY'S TOWING (301) 588-1322, NOP, BACK TO THE LOT //",04/23/0002,8615 FENTON ST,SILVER SPRING,POINT (-77.027717 38.997959)
01/05/2021,2019,HYUN,SON,NOP,tcl,NO PERMIT // TCL // AUTHORIZED 301-562-4020,05/23/0001,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
01/26/2021,2020,TOYT,CAM,NOP,TCL,AUTH 3015624020  NOP   TCL,01/28/0021,3620 PEAR TREE CT,SILVER SPRING,POINT (-77.07157 39.09121)
01/18/2021,2000,HOND,CRV,NOP,TCL,NOP // RBF TOWING // 240-793-2272 // TCL,01/20/0021,710 BEACON RD(MCPS),SILVER SPRING,POINT (-76.984067 39.008937)
01/21/2021,2015,KIA,OPT,FIRE,TCL,DRIVE TOWING 301 585 8808     FIRE LANE,01/23/0021,11700 OLD COLUMBIA PIKE,SILVER SPRING,POINT (-76.979535 39.049239)
01/10/2021,2020,TOYT,RAV,PKG,tcl,"HENRYS 301-869-4800  TCL // DOUBLE PARKED, BLOCKING OTHER VEHICLES",10/23/0001,18919 RED ROBIN TER,GERMANTOWN,POINT (-77.268023 39.165622)
01/13/2021,2020,HOND,CIV,NOP,tcl,AUTHROZIED 301-562-4020 // NO PERMIT // TCL,01/15/0021,5405 TUCKERMAN LN,ROCKVILLE,POINT (-77.1081 39.029089)
02/14/2021,2018,TOYT,COA,PKG,PRESTIGE,RESERVED SPACE // PRESTIGE 301 377 9285 // TCL,02/16/0021,925 CLOPPER RD,GAITHERSBURG,POINT (-77.22689 39.145229)
01/15/2021,2019,SUBA,LEG,HANDICAP PKG,AUTHORIZED,HANDICAP - TCL  AUTHORIZED 301-562-4020,01/17/0021,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
02/21/2021,2012,SUBA,IMP,NOP,tcl,NOP // HENRYS 301-927-0007 // TCL,02/23/0021,2348 GLENMONT CIR,SILVER SPRING,POINT (-77.045659 39.058044)
02/16/2021,2009,JEEP,WRG,NOP,tcl,AUTH / 301-562-4020  NOP / TCL,02/18/0021,823 QUINCE ORCHARD BLVD,GAITHERSBURG,POINT (-77.229603 39.138376)
02/09/2021,16,TOYT,COA,REPO,TCL,REPO   FINANCE CO : WESTLAKE FINANCIAL 323 692 8800   TOW CO : L & K RECOV 310 868 6800   TCL    OWNER NOTIF,09/23/0002,865 CLOPPER RD,GAITHERSBURG,POINT (-77.225249 39.144457)
01/31/2021,2000,LINC,TOW,NOP,tcl,AUTH//301-562-4020//TCL//EXP PERMIT,02/02/0021,9901 GABLE RIDGE TER,ROCKVILLE,POINT (-77.20676 39.108236)
01/09/2021,2008,TOYT,PRI,PKG,TCL,DBL PARKED HENRYS 301-869-4800,09/23/0001,13139 LAKE GENEVA WAY,GERMANTOWN,POINT (-77.272425 39.167934)
01/13/2021,2016,NISS,RGE,REPO,TCL,CREDIT ACCEPTANCE 8006341506//ETC RECOVERY 4434053051,01/15/0021,12218 BUSHEY DR,SILVER SPRING,POINT (-77.078322 39.056861)
02/04/2021,2017,TOYT,TUN,REPO,TCL,REPO //  FINANCE: CAPITAL ONE  800-227-4825  TOWED BY FINAL NOTICE  410-344-1501  OWNER NAME : JOSEPH BELOTTE // TCL,04/23/0002,9934 SHELBURNE TER,GAITHERSBURG,POINT (-77.204575 39.116264)
01/20/2021,4,TOYT,PRI,FIRE,TCL,FIRE // HENRYS 301-869-4800 // TCL,01/22/0021,18233 SMOKE HOUSE CT,GERMANTOWN,POINT (-77.267428 39.154299)
02/05/2021,19,CHEV,MAL,PKG,TCL,PKG // AUTHORIZED 301-562-4020//TCL,05/23/0002,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
01/14/2021,2020,BMW,X5,NOP,TCL,HENRY'S 301-927-0007  NOP // TCL,01/16/0021,8455 FENTON ST,SILVER SPRING,POINT (-77.024661 38.995995)
01/30/2021,2009,NISS,MUR,PRV,henrys,,02/01/0021,11158 COLUMBIA PIKE,SILVER SPRING,POINT (-76.997137 39.04007)
02/17/2021,2009,ACUR,ATL,ABN,HENRYS,HENRYS TOW 301-869-4800//WALK-OFF//TCL,02/19/0021,46 BUREAU DR,GAITHERSBURG,POINT (-77.216861 39.143804)
01/17/2021,2006,CHEV,IMP,PKG,OTHER,UNATH PKG// TRP TOWING 301-214-2490// TCL,01/19/0021,3331 CASTLE RIDGE CIR,SILVER SPRING,POINT (-76.94054 39.086013)
02/27/2021,2021,NISS,ALT,NOP,NULL,NO PERMIT // HENRYS 301 927 0007 // TO TCL,03/01/0021,11215 GEORGIA AVE,SILVER SPRING,POINT (-77.050954 39.039125)
02/08/2021,2012,ACUR,TL,REPO,TCL,REPO // FINAL NOTICE 410-344-1501 // TITLEMAX 888-485-3629 // TCL,08/23/0002,180 HIGH PARK LN,SILVER SPRING,POINT (-77.033817 38.991399)
01/26/2021,2016,HOND,ODY,PKG,tcl,PKG// AUTHORIZED// 301-562-4020// TCL,01/28/0021,9924 SHELBURNE TER,GAITHERSBURG,POINT (-77.204584 39.116248)
01/15/2021,2009,ACUR,TSX,nop,tcl,HENRY'S 301-869-4800  INVALID PERMIT // TCL,01/17/0021,198 HALPINE RD,ROCKVILLE,POINT (-77.125832 39.06084)
01/11/2021,2009,SUBA,IMP,FIRE,tcl,NO PKING ZONE / FIRE LANE / HENRYS 301-927-0007 // TCL,11/23/0001,9727 MT PISGAH RD,SILVER SPRING,POINT (-76.975441 39.017038)
01/30/2021,2017,TOYT,COA,REPO,TCL,REPO   TOYT FINN 800-874-8822  GRNWOOD RECOVERY 410-383-8000  TCL,02/01/0021,2336 GLENMONT CIR,SILVER SPRING,POINT (-77.045101 39.057153)
01/06/2021,2013,NISS,ALT,NOP,TCL,PRESTIGE 301-377-9285 // TCL // NO PERMIT,06/23/0001,3900 BLACKBURN LN,BURTONSVILLE,POINT (-76.9307 39.104619)
01/07/2021,2016,CHEV,SIL,REPO,TCL,REPO / CHASE AUTO 888-821-9707 / THOMAS RECOVERY 410-247-0662 / TCL,07/23/0001,501 PALMTREE DR,GAITHERSBURG,POINT (-77.212427 39.123895)
01/07/2021,2008,BMW,328,NOP,TCL,NO PERMIT // DRIVE // 301 585 8808 // TCL,07/23/0001,3214 HEWITT AVE,SILVER SPRING,POINT (-77.064603 39.079755)
02/25/2021,2016,DODG,R15,NOP,authorized,NO PERMIT // AUTHORIZED 301 562 4020 // TCL,02/27/0021,720 CLOPPER RD,GAITHERSBURG,POINT (-77.224247 39.143849)
02/11/2021,2007,FORD,EC2,NOP,tcl,RBF TOWING 240-793-2272 TO TCL FOR NOP,11/23/0002,710 BEACON RD(MCPS),SILVER SPRING,POINT (-76.984067 39.008937)
01/13/2021,17,FORD,TOR,nop,tcl,NOP // AUTHORIZED 301-562-4020 // TCL,01/15/0021,14120 WEEPING WILLOW DR,SILVER SPRING,POINT (-77.06692 39.088854)
02/06/2021,2012,FORD,ESC,PKG,tcl,***VIN COVERED***  HENRYS 301-869-4800  NOT IN PARKING SPACE  TCL,06/23/0002,2386 GLENMONT CIR,SILVER SPRING,POINT (-77.047999 39.05794)
02/17/2021,2017,CHEV,EQX,NOP,AUTHORIZE,AUTHORIZE TOW 301-562-4020//EXPIRED PERMIT//TCL,02/19/0021,700 CLOPPER RD,GAITHERSBURG,POINT (-77.224024 39.14374)
02/13/2021,2016,KIA,OPT,NOP,TCL,NOP // HENRYS 301-869-4800,02/15/0021,255 N WASHINGTON ST,ROCKVILLE,POINT (-77.153033 39.087059)
01/24/2021,2016,FORD,FUS,NOP,tcl,NOP / DRIVE 301-585-880- / TCL,01/26/0021,11700 OLD COLUMBIA PIKE,SILVER SPRING,POINT (-76.979535 39.049239)
02/11/2021,2015,TOYT,RAV,REPO,TCL,REPO//EDUCATIONAL SYSTEMS FCU 8007798500//FINAL NOTICE 4103441501,11/23/0002,19611 VAUGHN LANDING DR,GERMANTOWN,POINT (-77.274492 39.17679)
01/12/2021,2013,NISS,,REPO,TCL,NISS // JUKE // REPO // PRIMERITUS FINANCIAL SVC // 615-762-2513 // L& K RECOVERY // 301-858-6800 // OWNER ADR SAME,12/23/0001,9308 LONG BRANCH PKWY,SILVER SPRING,POINT (-77.001 39.008098)
01/29/2021,2016,MAZD,CX5,PKG,TCL,VIN UNREADABLE // ILLEGALLY PARKED / WRONG PERMIT // GRACE // 240-477-7191 // TCL,01/31/0021,9935 LAKE LANDING RD,MONTGOMERY VILLAGE,POINT (-77.206494 39.165365)
02/07/2021,2009,HOND,CIV,PKG,TCL,REASON: NO PARKING//DIVERSIFIED//301-881-8035/TCL,07/23/0002,2010 BALTIMORE RD,ROCKVILLE,POINT (-77.117814 39.08523)
02/27/2021,2000,HOND,ACC,PKG,TCL,DOUBLE PARKED // HENRYS @ 301.869.4800 // TCL,03/01/0021,9120 CENTERWAY RD,GAITHERSBURG,POINT (-77.188575 39.169364)
01/17/2021,11,TOYT,COR,NOP,TCL,NOP // HENRYS 301-869-4800 // TCL,01/19/0021,2386 GLENMONT CIR,SILVER SPRING,POINT (-77.047999 39.05794)
01/08/2021,2013,NISS,LEAF,REPO,TCL,***REPO****  FINANCIAL INST NISSAN MOTOR 800-879-6605  FINAL NOTICE 4103441501  TCL,08/23/0001,2116 BELVEDERE BLVD,SILVER SPRING,POINT (-77.045628 39.019295)
01/31/2021,2017,FORD,E450,NOP,tcl,HENRYS///301-869-4800//TCL//NOP,02/02/0021,9901 KILLARNEY LN,GAITHERSBURG,POINT (-77.206201 39.133611)
01/19/2021,2016,TOYT,RAV,EXP,drive,"EXP PERMT  DRIVE   301-585-8808, TCL",01/21/0021,11700 OLD COLUMBIA PIKE,SILVER SPRING,POINT (-76.979535 39.049239)
01/04/2021,2019,HYUN,TCN,PRV,TCL,NOT PARKED IN VISITORS SPOT//AUBURN,04/23/0001,12600 VEIRS MILL RD,ROCKVILLE,POINT (-77.094422 39.06285)
01/03/2021,2016,MERZ,GL4,REPO,TCL,CARMAX 8007951811//FINAL NOTICE 4103441501,03/23/0001,9825 LAKE SHORE DR,MONTGOMERY VILLAGE,POINT (-77.199723 39.161554)
01/06/2021,2003,CHEV,TBZ,exp,tcl,EXP GUEST PERMIT // AUTHORIZED // 301-562-4020 // TCL,06/23/0001,13831 CASTLE BLVD,SILVER SPRING,POINT (-76.942666 39.083117)
02/06/2021,2020,NISS,ALT,PKG,authorized,"PKG,   AUTHORIZED,301-562-4020,.TCL",06/23/0002,11550 STEWART LN,SILVER SPRING,POINT (-76.984139 39.045308)
02/17/2021,1,GMC,YUK,NOP,SPEEDY TOWING,SPEEDY TOWING  301-588-1322,02/19/0021,8115 FENTON ST,SILVER SPRING,POINT (-77.024011 38.991211)
01/07/2021,2015,NISS,ALT,PRV,PRESTIGIE,PRIVATE PROP/PRESTIGE 301-377-9285/TCL,07/23/0001,9920 GEORGIA AVE,SILVER SPRING,POINT (-77.04387 39.018743)
02/22/2021,2012,NISS,VRS,NOP,HENRYS,HENRYS TOW 301-869-4800//NOP/TCL,02/24/0021,17731 TOPFIELD DR,GAITHERSBURG,POINT (-77.167125 39.145278)
01/05/2021,2018,NISS,RGE,REPO,TCL,REPO  SANTANDER 800-724-1550   FINAL NOTICE 410-344-1501  TCL,05/23/0001,783 QUINCE ORCHARD BLVD,GAITHERSBURG,POINT (-77.228823 39.139666)
01/15/2021,2015,TOYT,PRI,NOP,SPEEDY,NO PARK PERMIT -- BTL  SPEEDY - 301 588 1322,01/17/0021,8115 FENTON ST,SILVER SPRING,POINT (-77.024011 38.991211)
01/09/2021,2011,TOYT,TAC,NOP,TCL,NOP- GRACE- 240-477-7191- TCL,09/23/0001,9771 LAKE SHORE DR,MONTGOMERY VILLAGE,POINT (-77.19917 39.161157)
01/30/2021,1994,CHEV,SUB,PRV,NULL,A & M  301 421 0953  TCL  //   ABAN/ MGMT REQUEST,02/01/0021,10201 NEW HAMPSHIRE AVE,SILVER SPRING,POINT (-76.977815 39.022832)
01/16/2021,2005,TOYT,RAV4,PKG,tcl,RICKEYS//240-461-9995//TCL//VISITOR PKG OVER TIME LIMIT,01/18/0021,1081 GOOD HOPE DR,SILVER SPRING,POINT (-76.989168 39.092383)
02/26/2021,2015,JEEP,REN,NOP,tcl,SPEEEDY 301-588-1322  NOP // TCL,02/28/0021,8615 FENTON ST,SILVER SPRING,POINT (-77.027717 38.997959)
01/30/2021,2021,HOND,ACC,NOP,tcl,AUTHORIZED 301-562-4020   NOP   TCL,02/01/0021,9901 GABLE RIDGE TER,ROCKVILLE,POINT (-77.20676 39.108236)
02/20/2021,2014,HOND,ACC,EXP,tcl,EXP PERMIT // HENRYS // 301-869-4800 // TCL,02/22/0021,3750 BEL PRE RD,SILVER SPRING,POINT (-77.074873 39.093498)
02/26/2021,18,TOYT,COA,NOP,TCL,NOP // HENRYS 301-869-4800 // TCL,02/28/0021,2386 GLENMONT CIR,SILVER SPRING,POINT (-77.047999 39.05794)
02/22/2021,2014,MERZ,ELS550,NOP,Authorized,NOP // AUTHORIZED // 3015624020 // TCL,02/24/0021,5405 TUCKERMAN LN,ROCKVILLE,POINT (-77.1081 39.029089)
01/07/2021,2015,NISS,SENT,PRV,PRESTIGE,PRVT PROP  PRESTIGE 3013779285 TCL,07/23/0001,13515 GEORGIA AVE,SILVER SPRING,POINT (-77.071963 39.078511)
02/05/2021,2011,KIA,SOL,NOP,tcl,NOP//SPEEDY 301-588-1322/./TCL,05/23/0002,4330 THISTLEWOOD TER,BURTONSVILLE,POINT (-76.92098 39.100996)
02/27/2021,2017,LINC,MKZ,PKG,HENRYS,HENRYS 301 8694800   TCL      PARKED IN ALLEYWAY BLOCKING ACCESS,03/01/0021,22708 CABIN BRANCH AVE,CLARKSBURG,POINT (-77.288563 39.224801)
02/26/2021,2003,TOYT,COA,NOP,tcl,NOP // AUTHORIZED // 301-562-4020 // TCL,02/28/0021,3602 PEAR TREE CT,SILVER SPRING,POINT (-77.071748 39.090919)
